variant,label,rule_a_profit_min_bps,trades_total,trades_day,win_rate,avg_pnl_bps,ev_day_bps,missing_exit_profile,max_drawdown_bps
baseline_rule4,mp68_max5_rule4_cd0 (baseline),4.0,73,0.9603508130824041,69.86301369863014,42.37314806148687,40.693087193710035,0,2157.567457214589
rule5,rule_a_min=5,5.0,239,3.144162251050612,78.24267782426779,92.25861284749887,290.076047849399,0,2157.567457214589
rule6,rule_a_min=6,6.0,73,0.9603508130824041,69.86301369863014,42.18649434809887,40.513834148293014,0,2157.5674572145895
