quarter,label,rule_a_profit_min_bps,trades_total,trades_day,win_rate,ev_per_trade_bps,ev_per_day_bps,missing_exit_profile,max_drawdown_bps
Q1 2025,mp68_max5_rule4_cd0 (baseline),4.0,36,0.46765899864682,91.66666666666666,119.65181293193444,55.95624702202508,0,701.6630397993035
Q2 2025,mp68_max5_rule5_cd0,5.0,239,3.144162251050612,78.24267782426779,92.25861284749888,290.076047849399,0,2157.567457214589
Q3 2025,mp68_max5_rule5_cd0,5.0,65,0.714176712955898,76.92307692307693,82.77490808013424,59.11591176789688,0,1967.6807142196797
Q4 2025,mp68_max5_rule5_cd0,5.0,57,0.9324623686452711,68.42105263157895,82.70693703824324,77.1211064140756,0,1753.857758206934
Full 2025,mp68_max5_rule5_cd0 (PROD),5.0,150,0.5137475026163068,84.0,128.05373925877652,65.78728874487615,0,47.38481011681688
