n_trades,trades_per_day,win_rate,ev_per_trade_bps,ev_per_day_bps,max_drawdown_bps,missing_exit_profile,period_days,total_bars,variant_name,note
150,0.4411764705882353,84.0,128.05373925877652,56.494296731813165,-154.26792251587358,0,291.97222222222223,0,Baseline PROD,
130,0.5179282868525896,79.23076923076923,75.35717939009113,39.029614823553175,-1721.805871724412,0,0.0,0,Variant D (max4),Phase-C.2: max_open_trades=4
113,0.44841269841269843,77.87610619469027,71.18743089052799,31.92134797868914,-2157.567457214589,0,0.0,0,Variant E (rule6),Phase-C.2: rule_a_profit_min_bps=6
113,0.44841269841269843,75.22123893805309,71.09284537611758,31.878934632941615,-2157.567457214589,0,0.0,0,Variant F (trail3),Phase-C.2: rule_a_trailing_stop_bps=3
