trade_id,run_id,entry_time,exit_time,entry_ts,exit_ts,side,direction,entry_price,exit_price,units,pnl_bps,pnl_currency,entry_prob_long,entry_prob_short,exit_prob_close,entry_p_long,entry_p_profitable,entry_policy_version,exit_reason,primary_exit_reason,bars_held,session,vol_regime,trend_regime,session_entry,vol_regime_entry,session_exit,vol_regime_exit,farm_entry_session,farm_entry_vol_regime,farm_guard_version,vol_bucket,atr_bps,notes,policy_name,model_name,exit_profile,extra
SIM-1765184299-000086,replay_20251208_085735,2025-01-06T04:40:00+00:00,,,,long,,2637.140,,1,,,0.8844,0.1156,,,,,,,,,,,ASIA,MEDIUM,,,,,,HIGH,5.75,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184299-000086""}"
SIM-1765184299-000087,replay_20251208_085735,2025-01-06T04:45:00+00:00,,,,long,,2636.930,,1,,,0.8772,0.1228,,,,,,,,,,,ASIA,MEDIUM,,,,,,HIGH,5.71,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184299-000087""}"
SIM-1765184300-000088,replay_20251208_085735,2025-01-06T04:50:00+00:00,,,,long,,2635.790,,1,,,0.8786,0.1214,,,,,,,,,,,ASIA,MEDIUM,,,,,,HIGH,6.21,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184300-000088""}"
SIM-1765184300-000089,replay_20251208_085735,2025-01-06T04:55:00+00:00,,,,long,,2635.740,,1,,,0.8743,0.1257,,,,,,,,,,,ASIA,MEDIUM,,,,,,HIGH,6.04,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184300-000089""}"
SIM-1765184300-000090,replay_20251208_085735,2025-01-06T05:00:00+00:00,,,,long,,2635.880,,1,,,0.8789,0.1211,,,,,,,,,,,ASIA,MEDIUM,,,,,,HIGH,5.97,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184300-000090""}"
SIM-1765184300-000091,replay_20251208_085735,2025-01-06T05:05:00+00:00,,,,long,,2635.820,,1,,,0.8716,0.1284,,,,,,,,,,,ASIA,MEDIUM,,,,,,HIGH,5.96,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184300-000091""}"
SIM-1765184300-000092,replay_20251208_085735,2025-01-06T05:10:00+00:00,,,,long,,2635.210,,1,,,0.8811,0.1189,,,,,,,,,,,ASIA,MEDIUM,,,,,,HIGH,6.14,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184300-000092""}"
SIM-1765184300-000093,replay_20251208_085735,2025-01-06T05:15:00+00:00,,,,long,,2634.970,,1,,,0.8727,0.1273,,,,,,,,,,,ASIA,MEDIUM,,,,,,HIGH,6.36,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184300-000093""}"
SIM-1765184301-000094,replay_20251208_085735,2025-01-06T05:20:00+00:00,,,,long,,2635.640,,1,,,0.8817,0.1183,,,,,,,,,,,ASIA,MEDIUM,,,,,,HIGH,5.80,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184301-000094""}"
SIM-1765184301-000095,replay_20251208_085735,2025-01-06T05:25:00+00:00,,,,long,,2634.530,,1,,,0.8472,0.1528,,,,,,,,,,,ASIA,MEDIUM,,,,,,MID,5.49,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184301-000095""}"
SIM-1765184301-000096,replay_20251208_085735,2025-01-06T05:30:00+00:00,,,,long,,2633.830,,1,,,0.8739,0.1261,,,,,,,,,,,ASIA,MEDIUM,,,,,,MID,5.39,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184301-000096""}"
SIM-1765184301-000097,replay_20251208_085735,2025-01-06T05:35:00+00:00,,,,long,,2632.930,,1,,,0.8504,0.1496,,,,,,,,,,,ASIA,MEDIUM,,,,,,MID,5.20,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184301-000097""}"
SIM-1765184301-000098,replay_20251208_085735,2025-01-06T05:40:00+00:00,,,,long,,2633.300,,1,,,0.8543,0.1457,,,,,,,,,,,ASIA,MEDIUM,,,,,,MID,5.29,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184301-000098""}"
SIM-1765184302-000099,replay_20251208_085735,2025-01-06T05:45:00+00:00,,,,long,,2632.810,,1,,,0.8404,0.1596,,,,,,,,,,,ASIA,MEDIUM,,,,,,MID,5.56,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184302-000099""}"
SIM-1765184302-000100,replay_20251208_085735,2025-01-06T05:50:00+00:00,,,,long,,2634.360,,1,,,0.8289,0.1711,,,,,,,,,,,ASIA,MEDIUM,,,,,,MID,5.86,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184302-000100""}"
SIM-1765184302-000101,replay_20251208_085735,2025-01-06T05:55:00+00:00,,,,long,,2634.220,,1,,,0.8129,0.1871,,,,,,,,,,,ASIA,MEDIUM,,,,,,MID,5.86,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184302-000101""}"
SIM-1765184302-000102,replay_20251208_085735,2025-01-06T06:00:00+00:00,,,,long,,2635.170,,1,,,0.8335,0.1665,,,,,,,,,,,ASIA,MEDIUM,,,,,,MID,5.56,replay;atr_regime=MEDIUM;brain_trend_regime=TREND_UP;brain_vol_regime=MEDIUM;brain_risk_score=0.500,GX1_V11_OANDA_DEMO_V9_FARM_V2B_EXIT_A_FULL,ENTRY_V9,FARM_EXIT_V2_RULES_A,"{""tp_bps"": 180, ""sl_bps"": 100, ""be_trigger_bps"": 50, ""be_active"": false, ""be_price"": null, ""exit_profile"": ""FARM_EXIT_V2_RULES_A"", ""exit_farm_v2_rules_initialized"": true, ""atr_regime"": ""MEDIUM"", ""big_brain_v1"": {""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""coverage_cutoff"": 0.555, ""coverage_cutoff_base"": 0.2, ""coverage_cutoff_adj"": 0.0050000000000000044}, ""adaptive_thresholding"": {""conflict"": 0.0, ""conflict_norm"": 0.0, ""regime_adj"": 0.005, ""cutoff_adj_conf"": 0.0, ""coverage_cutoff_new"": 0.555, ""margin_min_long"": 0.0825, ""margin_min_short"": 0.10250000000000001, ""margin_min_long_base"": 0.08, ""margin_min_short_base"": 0.1}, ""brain_trend_regime"": ""TREND_UP"", ""brain_vol_regime"": ""MEDIUM"", ""brain_risk_score"": 0.5, ""vol_regime_entry"": ""MEDIUM"", ""vol_regime"": ""MEDIUM"", ""session"": ""ASIA"", ""session_entry"": ""ASIA"", ""trade_id"": ""SIM-1765184302-000102""}"
